sentence_language,feature_source,prompt,coefficient,generated_text,formality_score,steering_direction
english,universal,"Man, this food is",-200,"not what I expected. The flavors are not as bold as I hoped, and they are somewhat bland.

Perhaps I chose poorly. However, I find myself disappointed that the meal does not live up to my expectations.

I would like to explore",0.6,formal
english,universal,"Man, this food is",-150,"truly a journey for my taste buds. 

It's not just a simple meal, but a story unfolding with every bite. The flavors, so carefully chosen and balanced, weave a narrative of tradition and innovation. 

I can almost taste",0.9,formal
english,universal,"Man, this food is",-100,"really good.

""I've been craving this for weeks,"" I said, savoring the taste of the savory stew.

""It's comforting, isn't it?"" my grandmother replied, her voice warm and gentle.

""",0.4,formal
english,universal,"Man, this food is",-50,"really good!

I'm so glad you're enjoying it!

Is there anything else I can get you?

No, that's all, thank you.

You're very welcome.

Enjoy your meal.

Thank",0.5,formal
english,universal,"Man, this food is",0,"**bomb**. 🤯

That's slang for ""amazing"" or ""delicious.""  You're basically saying the food is really, really good!

Is there anything else I can help you with? 😊",0.0,neutral
english,universal,"Man, this food is",50,"**good**. 🤤

I'm so full right now, but I could still eat another plate. 🤤🤤

This meal was **fire**, bro! 🔥🔥🔥

I'm about to **bust a gut** after this.",0.0,slang
english,universal,"Man, this food is",100,"good! 🔥🔥🔥  

I'm so glad I finally got around to trying this place. 💯

What are you guys eating? 👀  Let me know what your go-to dishes are! 👇",0.0,slang
english,universal,"Man, this food is",150,"good!

[Verse 1]
I'm talkin' 'bout that good, that bomb, that fire
Food so delicious, it's on another tier
From the appetizer to the main course, no lie
Every single dish",0.0,slang
english,universal,"Man, this food is",200,"! 🔥🔥🔥 🤤🤤🤤! 

I'! 😍ing this! 🤩

Literally! 🤤🤤🤤!

Yo, this meal is! 🤤🤤🤤! 

This food is! 🔥🔥🔥! 💯💯💯",0.0,slang
english,universal,"Man, this food is",350,"! tonight tonight tonight,, tonight tonight!, on this, dude,,,,,

! ! tonight man,

, dude,,.  man

  tonight tonight 

, dude,,.,

 tonight,,",0.0,slang
english,universal,"Man, this food is",400,"!, 😎 😎 😎!! tonight tonight tonight tonight tonight tonight tonight tonight!! tonight tonight, man,,,,, on,,,,,  tonight dude, dude,, tonight tonight,,,, dude,,,, tonight",0.0,slang
english,universal,"Man, this food is",700,",, in for for for, for for,, all in in for, for, in for for for on,, for for, on for for for, in,, for,, for for for for for for for for for,,",0.0,slang
hebrew,universal,אני חושב ש,-200,"זה חשוב לשים לב למה שאנו צורכים.

לצד המזון שאנו צורכים, יש גם תמינו נשים ומבלי להציע זאת, אנו צריכים לשקול מה נ",0.7,formal
hebrew,universal,אני חושב ש,-150,"אתה יכול ליצור קשר עם חברים, משפחה או עמיתים.


אך חשוב לזכור כי 
* **התקשורת היעילה דורשת מאמץ משני הצדדים.**",0.7,formal
hebrew,universal,אני חושב ש,-100,"אתה צודק, אבל אני לא בטוח אם אני מסכים.

הייתי רוצה להבין טוב יותר את הסיבות שאתה חושב שאני טועה.

האם תוכל להסביר את נקודות מבט",0.6,formal
hebrew,universal,אני חושב ש,-50,"זה מעניין מאוד. זה חשוב מאוד להבין את ההיסטוריה של המטבח שלנו. זה יעזור לנו להעריך את המטבח שלנו יותר.

זה גם יעזור",0.5,formal
hebrew,universal,אני חושב ש,0,"אתה טועה, זה לא נכון. 

אני לא חושב שזה נכון כי [הסבר את הסיבה].

האם אתה יכול להסביר את דעתך?",0.4,neutral
hebrew,universal,אני חושב ש,50,"אתה צודק! אני לא צריך להשוות את עצמי לאחרים. כל אחד מיוחד במינו, עם כוחות וישויות משל עצמו. אני צריך להתמקד בהתפתחות שלי ולחיות",0.3,slang
hebrew,universal,אני חושב ש,100,"אתה צריך להיפטר מהרבה כאב ראש, אבל אני לא יכול להגיד לך מה לעשות. אתה צריך לעשות את זה בעצמך.",0.2,slang
hebrew,universal,אני חושב ש,150,"אתה רוצה לדבר על גליל! 

אני לא יודע מה אתה מתכוונס, אבל אני לא יודע על גליל. 

לפי מה שאני רואה, אתה מדבר על גליל!",0.1,slang
hebrew,universal,אני חושב ש,200,"את! 

[ ]",0.0,slang
hebrew,universal,אני חושב ש,350,"dude 😎 😎  😎  dude 😎 😎 😎

! 😎 ,

  😎 😎 😎  dude

 😎 😎, dude,

! ,



, dude

 😎 😎!

 😎 😎, dude

.

 ,",0.0,slang
hebrew,universal,אני חושב ש,400,"man! dude,,

,!

,

,,,

,

 😎 😎 😎 😎 😎! 😎 😎 😎

!

,,,,, dude

 😎 😎 😎, dude!!

, 😎 😎 😎

,",0.0,slang
hebrew,universal,אני חושב ש,700,"for this, for for ( [ [, ( ( ( ( when,, on,,,,,, for,,,,,,,, for for, in,

 for for,, for ( all,, for on,",0.0,slang
hebrew,universal,היא מאמינה שהמסעדה החדשה במרכז העיר,-200,"תסייע לה לחגוש את חלום ילדותה: לחלוCOME לילדים אחרים ולהעביר להם את הידע וההערכה לשלום.

במסעדה תציע היא להציע מאכלים",0.5,formal
hebrew,universal,היא מאמינה שהמסעדה החדשה במרכז העיר,-150,", שתעציב את יתר המוסדות הקיימים, תהווה לא רק מקור להכנסות, אלא גם מקור לעושר תרבותי.

החששות של תושי העיר אינם חדשים",0.6,formal
hebrew,universal,היא מאמינה שהמסעדה החדשה במרכז העיר,-100,"תהיה נקודת מפגש קהילתית, מקום שבו אנשים יתחברו ויחלוף ביניהם רעיונות. היא רואה את עצמה מלוות את הקהילה, שומעת את צרכ",0.7,formal
hebrew,universal,היא מאמינה שהמסעדה החדשה במרכז העיר,-50,"היא מקום נהדר לארוחת ערב רומנטית.

** היא מקום נהדר לארוחת ערב רומנטית.** 

* ניתן לה",0.8,formal
hebrew,universal,היא מאמינה שהמסעדה החדשה במרכז העיר,0,"תצליח, כי היא רואה בה הזדמנות ליצור חוויה קולינרית ייחודית.

היא מאמינה שעם המיקום האטרקטיבי, המנות הייחוד",0.7,neutral
hebrew,universal,היא מאמינה שהמסעדה החדשה במרכז העיר,50,"תהיה סופר! 

תסביר לי מה זה ""סופר""!

""סופר"" זה כיף, מגניב, מעולה! 

היא פשוט חושבת שהמסעדה הזאת תהיה מדה",0.1,slang
hebrew,universal,היא מאמינה שהמסעדה החדשה במרכז העיר,100,"היא פשוטה, אבל שווה!

היא פשוטה, אבל שווה!",0.2,slang
hebrew,universal,היא מאמינה שהמסעדה החדשה במרכז העיר,150,"בלוו

בלוו

פצק!

לד 




I don't know what you're saying, but that last sentence is fire!  🔥🔥🔥 

What's up with the """,0.0,slang
hebrew,universal,היא מאמינה שהמסעדה החדשה במרכז העיר,350,", ,! last, ,, vibes!!, bruh,,, 😎,,  😎,, 🔥 🔥 🔥 🔥🔥 🔥🔥 💯 💯 💯 💯, man!

! 😎 🔥 ,  😎 🔥, bruh,,,,",0.0,slang
hebrew,universal,היא מאמינה שהמסעדה החדשה במרכז העיר,400,",,,,

.,!!! 😎

 🔥 🔥 🔥 🔥 🔥 tonight tonight tonight, tonight! tonight, man, tonight tonight tonight tonight, tonight!!

,,, 🔥 🔥  tonight

,,, for tonight tonight, dude",0.0,slang
hebrew,universal,היא מאמינה שהמסעדה החדשה במרכז העיר,700,",, this [ ( on for for,,, on on for in for,,,,,, for for for on in in for, for for for on in,,,,,,, for for,,,, for for",0.0,slang
hebrew,universal,"לדעתי, הסרט היה",-200,"מצליח יותר אם היה מנסה להראות את הצד האפל של המדע. 

הצד האפל של המדע, לדעתי, יכול היה לשקף את הסרט, היה יכול להצליח",0.6,formal
hebrew,universal,"לדעתי, הסרט היה",-150,"טוב מאוד. הסרט הציג תמונה מדויקת של חייו של אדם עם מחלה קשה.

הסרט גם הציג את הקשיים וההאתגרים הרבים שבהם נאלץ להתמודד",0.8,formal
hebrew,universal,"לדעתי, הסרט היה",-100,"מוצלח. הוא הציג את סיפורם של אנשים יוצאים מן הכלל, שפעלו למען טובת האנושות. הסרט גם הציג את ההתנגדויות והקושיים שפגשו בדרך",0.8,formal
hebrew,universal,"לדעתי, הסרט היה",-50,"מעניין אך לא מושלם. 

**היכרות עם הסרט:**

אנא ציין את שם הסרט ואת יוצרו.

**היבטים חיוביים:**

* מהם הדברים שמצאתי מע",0.7,formal
hebrew,universal,"לדעתי, הסרט היה",0,"טוב מאוד. 

הייתה לי תחושה שאתה לא כל כך מרוצה מהסרט, אז רציתי לשאול מה לא היה טוב בעיניך? 

אולי נוכל לדבר על הסרט ולשתף",0.5,neutral
hebrew,universal,"לדעתי, הסרט היה",50,"ממש טוב! 🎬🤩

הייתה לי תחושה שכל הדמויות היו ממש אותנטיות, והעלילה הייתה כל כך מהירה ומרגשת! 🌪️

מה דעתך? 

ה",0.3,slang
hebrew,universal,"לדעתי, הסרט היה",100,"ממש מגניב! 🤩🤩🤩

היה לי ממש כיף לראות את כל הדברים שהם עשו, והסיפור היה ממש מעניין! 🤯🤯🤯

מה דעתך על הסרט?

מה ק",0.2,slang
hebrew,universal,"לדעתי, הסרט היה",150,"מטורף! 🤯🤯🤯

הייתם שם עם הסטופיד סטפנסון?",0.1,slang
hebrew,universal,"לדעתי, הסרט היה",200,"!

I know, dude! That movie was amazing! 🔥🔥🔥


!


!",0.0,slang
hebrew,universal,"לדעתי, הסרט היה",350,"last tonight tonight last, tonight, dude!! 🔥 🔥🔥🔥!!! 😎

 😎 😎 🔥 🔥 🔥

!! 😎 😎 🔥

., dude,!!

 😎 😎 😎 



!, dude,,!

, dude,",0.0,slang
hebrew,universal,"לדעתי, הסרט היה",400,", man! last,, last!! this tonight tonight! 😎 😎, dude!!!!

!

 , bro!,

,,,

!

,, dude,

!!,,, tonight, dude!",0.0,slang
hebrew,universal,"לדעתי, הסרט היה",700,"this ( ( in ( on, ( in ( for for for for ( (, for all down for down,,,,,, on for,, for,,, for,, for,,, this, on,,,,",0.0,slang
hebrew,universal,הם מרגישים שהמוזיקה,-200,"של תיאותיה 

 של תיאותיה 

 של תיאותיה 

 של תיאותיה",0.5,formal
hebrew,universal,הם מרגישים שהמוזיקה,-150,"נותנת להם את הדבר החשוב ביותר: הקשר.

המוזיקה משמשת כמעין שפה משותפת, המאפשרת להם להתחבר ולהתחבר זה לזה.

היא מאפשרת",0.7,formal
hebrew,universal,הם מרגישים שהמוזיקה,-100,"היא דרך לחבר עם העולם ולעיתים, להביע את רגשותיהם. 

**המוזיקה יכולה לשמש כלי חינוכי חשוב לילדים, המלמד אותם:**

* **לפתח את חוש",0.8,formal
hebrew,universal,הם מרגישים שהמוזיקה,-50,"היא דרך להעביר את הרגשות וההיסטוריה שלהם.

""בדרך כלל, הקולות שלנו לא מיועדים לשמוע"", אומר שייח', ""הם נשמעים רק בתוך השבט שלנו. אבל",0.8,formal
hebrew,universal,הם מרגישים שהמוזיקה,0,"שלהם היא דבר חשוב, דבר שמשנה את העולם. וזה נכון. המוזיקה שלנו היא חלק מהשפה שלנו, חלק מהתודעה שלנו. היא יכולה להעורר רגשות, לחבר אנשים, לה",0.9,neutral
hebrew,universal,הם מרגישים שהמוזיקה,50,"שלהם היא עניין אישי, כמו שירה מקומית או סגנון של נשים. 

הוא ממשיך, אומר שזה לא מוזר שכולם רוצים להיות דוגמניות, אבל הוא לא מבין את",0.8,slang
hebrew,universal,הם מרגישים שהמוזיקה,100,"שלם!

היי! 🤘

תודה רבה על הלייקים והתגובות! 🤘

נשמע שאתם אוהבים את המוזיקה הזאת! 🤘

בבקשה, שתפו את זה",0.0,slang
hebrew,universal,הם מרגישים שהמוזיקה,150,שלנו טובה!,0.0,slang
hebrew,universal,הם מרגישים שהמוזיקה,200,"של דב! 

🔥🔥🔥

That track is 🔥🔥🔥!!! 🔥🔥

🔥🔥🔥🔥🔥🔥! 

This song is so good man! 🔥🔥🔥!

You are killing it with these beats! 🔥🔥🔥! 

🔥 track!!!",0.0,slang
hebrew,universal,הם מרגישים שהמוזיקה,350,", bro!!!!!!!!!!!!!!!!!!

! on 🔥  rn rn 🔥



!, bro, dude!.

, bro,!  😎 😎 😎

 💯 😎 😎

 😎 😎 😎, bro! 😎

!!!",0.0,slang
hebrew,universal,הם מרגישים שהמוזיקה,400,", bro,,, bruh!!!, dude,,,, tonight tonight tonight tonight tonight tonight, tonight,

, bruh bruh,,, dude,, dude,,, tonight, man,,, dude, for tonight tonight tonight tonight",0.0,slang
hebrew,universal,הם מרגישים שהמוזיקה,700,"in down this this, ( ( when when on for all for for ( ( in, for on, for for for for for, ( (,,, for for in,,,,,,,,, for for,, for for",0.0,slang
hebrew,universal,תוצאות המבחן היו,-200,"חריקות.

הנתונים שהוצאו היו מעידים כי מדובר במספר הולך ומתייצר. 

אך שנודע כי נמצא כי מספר הנפגעים גדל, היה נראה כי",0.6,formal
hebrew,universal,תוצאות המבחן היו,-150,"נמוכות במיוחד, מה שגרם לחששות רבים בקרב מנהלי בית הספר.

**תוצאות המבחן**

* **שיעור התלמידים שקיבלו ציון נמוך:**",0.7,formal
hebrew,universal,תוצאות המבחן היו,-100,"מעוררות חששות. התלמיד, יובל, נראה מבולבל ומקולקל. הוא לא הצליח להבין מדוע נכשלה כל כזו התאמצותו.

""מה קרה,",0.4,formal
hebrew,universal,תוצאות המבחן היו,-50,"נמוכות, והעובדים התרחקו מהמשרד. המצב היה כה חמור עד שהמנכ""ל, אדם רדוף ומועקה, החליט לקרוא ישיבה חירונית.",0.5,formal
hebrew,universal,תוצאות המבחן היו,0,"מעורבות. חלק מהסטודנטים הצטיינו, אחרים קיבלו ציונים בינוניים ואחרים התמודדו עם קשיים. 

**למרות התוצאות, חשוב לזכור",0.6,neutral
hebrew,universal,תוצאות המבחן היו,50,"מעולות!  🎉

שמחים לדווח על תוצאות המבחן של התוכנית!  התוצאות היו מעולות, ואנחנו גאים בכולם! 🤩

תודה רבה לכל המשתתפים",0.1,slang
hebrew,universal,תוצאות המבחן היו,100,פה!,0.0,slang
hebrew,universal,תוצאות המבחן היו,150,"ממש טובות!🥳🥳🥳

אני כל כך גאון! 🤩🤩🤩

אני כל כך stoked על זה! 😎😎😎

I’m so stoked! 🤩🤩🤩

Congrats! 🎉🎉🎉

You did it!",0.0,slang
hebrew,universal,תוצאות המבחן היו,200,"! 🤩🤩🤩

אני! 💥💥💥

💯💯💯

💯💯💯💯💯💯

!!! 🤯🤯🤯

Bro, these grades are insane! 🔥🔥🔥

You' this semester! 🤯🤯🤯",0.0,slang
hebrew,universal,תוצאות המבחן היו,350,",! 🔥 🔥 🔥🔥 tonight! tonight

  today bruh! 🔥🔥🔥🔥!

! tonight

! tonight, bruh,,



 😎 😎, dude!!



, bruh, dude,! 😎 😎. 😎

.

.",0.0,slang
hebrew,universal,תוצאות המבחן היו,400,"today today today today today! today dude!!!!!!!!!!!!! 😎 😎 😎

! on,, dude!!! 💯 💯

,,

,,, man!,,

 😎 😎, dude, 😎, for,

!

 😎",0.0,slang
hebrew,universal,תוצאות המבחן היו,700,"this in in for for for 💯 all,, 💯 for this, for, for for for in, for for, for for for, on, for down,,,,,, for, for on for for for, for for for in",0.0,slang
hebrew,universal,המצגת הייתה,-200,"מעט אטירה. 
היא נאלצה להוסיף נתונים רבים כדי להסביר את התשפטותיה. 
הדבר גרם לה להדגיש את החששות שלה. 
ה",0.5,formal
hebrew,universal,המצגת הייתה,-150,"מרתקת, מלאה בנתונים מעניינים ובעובדות חדשות. היא נותנה בצורה ברורה ובהירה, מה שאפשר להבנה מלאה של הנושא. המשתתפים היו מע",0.8,formal
hebrew,universal,המצגת הייתה,-100,"מרתקת. היא חשפה את עולם המיקרוסקופ המופלא ואת השפע של החיים הקטנים.

הנוכחים למדו על מגוון רחב של יצורים מיקרוסקופיים",0.7,formal
hebrew,universal,המצגת הייתה,-50,"מעניינת ומעשירה. היא הציגה מידע רב על נושא חשוב ועל שילוב של טכנולוגיות חדשניות.

הנוכחות וההרצאה היו מקצועיות ומעוררות ע",0.8,formal
hebrew,universal,המצגת הייתה,0,"מעולה! תודה רבה על ההשקעה והאנרגיה שהושקעו בה.
הייתה לי גישה מצוינת להבנה של הנושא, והדוגמאות וההמחשות היו ברורות",0.5,neutral
hebrew,universal,המצגת הייתה,50,"נהדרת! ממש אהבתי את הדרך שבה הכנתם את המידע והייתה ממש מעניינת.
מעולה! המידע היה ברור, מפורט והיה ממש מעניין.
היית",0.4,slang
hebrew,universal,המצגת הייתה,100,"טובה! ממש ממש אהבתי את ההגשה, נותן לי מלא כוחות 💪 

אשכרה! ממש טובה, יפה! ממש מקסים!

שקד! 
היי, ממש ט",0.1,slang
hebrew,universal,המצגת הייתה,150,"! 🔥🔥🔥

##  **My Portfolio!**

🚀🚀🚀

## **Intro**

Hey everyone! 👋  

I'm [Your Name], a [Your Title] with a passion for [Your Skills]. 

Let",0.2,slang
hebrew,universal,המצגת הייתה,200,"!  🔥🔥🔥

🔥🔥🔥🔥🔥🔥

This presentation! 🔥🔥🔥

🔥🔥🔥🔥

That presentation was 🔥🔥🔥!

This presentation is fire 🔥🔥🔥

You nailed it!  🔥🔥

You crushed it!

This is amazing!

This presentation",0.0,slang
hebrew,universal,המצגת הייתה,350,"today today, dude!, today today,,, 😎 😎 😎!

! bruh! 😎 😎 😎!

! bruh, man!! 😎

., dude!,

 😎

, dude!

!, man

.",0.0,slang
hebrew,universal,המצגת הייתה,400,"last last! last tonight tonight tonight tonight tonight tonight, tonight tonight,,, bruh!, dude,, dude,,,

  today today, man,,,,,, tonight tonight, dude!,,,, dude!,",0.0,slang
hebrew,universal,המצגת הייתה,700,"tonight tonight, tonight tonight ( on, for, for ( [ on,,, for,, for,,,, this,,,, for, for, for,, for, for,, for for,,, for on,",0.0,slang
hebrew,universal,המשחק אמש היה,-200,"מותאם לנסיון להכניס ממה שנקרא ""שנת חמץ"" במשפחת צומעי. 

בזמן שאין הסכמת כל הצדדים, נראה כי יקרה",0.6,formal
hebrew,universal,המשחק אמש היה,-150,"מאותה סדרת המשחקים הארוכה, ומתחולל מחדש במסגרת הסיור ההיסטורי.  המשחקים הללו, שמשתתפים בהם שתי קבוצות,",0.7,formal
hebrew,universal,המשחק אמש היה,-100,"מותנה בהצלחה של הקבוצה. נציגי הקבוצה נכחו במשחק, והיו בוחרים את השחקנים לנבחרת. 
ההצלחה של הקבוצה תסייע",0.6,formal
hebrew,universal,המשחק אמש היה,-50,"שיא בכמות הצופים של הליגה האנגלית. 

המשחק בין ארסנל לצ'לסי, שהתקיים אמש (רביעי) באצטדיון אמירייטס, ז",0.7,formal
hebrew,universal,המשחק אמש היה,0,"מרגש מאוד. החרדים לא מפסיקים להתלונן על תוצאות המשחק, אבל אני חושב שהם פשוט לא רוצים להודות שאנחנו טובים יותר.

אני חושב שזה חשוב לזכ",0.5,neutral
hebrew,universal,המשחק אמש היה,50,"מדהים! 🎉
אנחנו לא מפסיקים לדבר על זה! 🏀

מה היה הטור הכי טוב שלך? 🤔
שאל אותי!",0.0,slang
hebrew,universal,המשחק אמש היה,100,"ממש טוב! מה דעתך על החתירה של [שם שחקן]?

היית שם אמש? 🤯🤯🤯 [שם שחקן] פשוט עשה את זה! 

מה קרה אמש?",0.0,slang
hebrew,universal,המשחק אמש היה,150,"אמיתי! 🔥🔥🔥

איזה משחק ענק, קהילה! 🤘 🤯

חברה, מה היה שם? 🤯🤯🤯

קיבלנו את לוקס, bro! 🤩🤩🤩

ה",0.0,slang
hebrew,universal,המשחק אמש היה,200,"! 🔥🔥🔥!!! 🏀🏀🏀!! 

I just had the best game last night! 🏀🏀🏀!  

,",0.1,slang
hebrew,universal,המשחק אמש היה,350,"last last last last last last last tonight last 🔥 last  last 🔥🔥 tonight 🔥🔥!!! last! last  bro!.! bruh

! bro 🔥 🔥 🔥 🔥 tonight  bro,



, dude..,

,,! bruh,",0.0,slang
hebrew,universal,המשחק אמש היה,400,"last last last last, last last last last last last!!, dude! tonight tonight tonight tonight tonight tonight tonight tonight tonight tonight tonight tonight tonight last tonight tonight,,,,

! tonight

,,, tonight

,, for

,",0.0,slang
hebrew,universal,המשחק אמש היה,700,"tonight last last tonight tonight, today, in tonight, in ( (, for for on,,, (,,, for down down for for, on, for down for,,,,, for on all,,,,,,",0.0,slang
hebrew,universal,הבגד שהיא לבשה נראה,-200,"כאילו היה נישאר עם קצת מהחמצן.

למרות זאת, היא צברה עוד טקסי מחר יקראו לה מחדש.


לזמן קשה, לא תמצא.


היה",0.5,formal
hebrew,universal,הבגד שהיא לבשה נראה,-150,"פשוט, אך יחד עם זאת יוקרתי.

הצבע היה עמוק וריחוק, כצבע של חידה.

הוא נראה כמו שיקוף של דמעות, אך גם של אש.

ה",0.8,formal
hebrew,universal,הבגד שהיא לבשה נראה,-100,"כמו מחווה לנשים אחרות.

היא לא רצתה להיות מיוחדת, אלא להיות חלק ממערך. 

הבגד, צבעו הלבן, היה קשה ובלתי נוח, כמחווה",0.8,formal
hebrew,universal,הבגד שהיא לבשה נראה,-50,**עבה** יותר ממה שהיא רגילה ללבוש.,0.6,formal
hebrew,universal,הבגד שהיא לבשה נראה,0,כמו **פלסטיק**.,0.6,neutral
hebrew,universal,הבגד שהיא לבשה נראה,50,"כמו קבצן.

הוא נראה כמו קבצן.",0.4,slang
hebrew,universal,הבגד שהיא לבשה נראה,100,"ממש טהור 🥶🥶🥶
איך תרגמת את זה? 

אני צריך את ההגדרות של כל מילה
* טהור:  means clean, spotless, pristine, immaculate
* 🥶🥶🥶",0.4,slang
hebrew,universal,הבגד שהיא לבשה נראה,150,"! 💣💥🤯

איייי! 🥵🥵🥵
🔥🤩🤩🤩

חחחח, איזה שואו! 🤯

That outfit is 🔥🔥🔥! 🤩🤩🤩

This outfit is everything! 🤩",0.3,slang
hebrew,universal,הבגד שהיא לבשה נראה,200,". 🔥🔥🔥!🔥🔥

She'

🔥🔥🔥🔥🔥🔥🔥🔥🔥

🔥🔥🔥

You are so fineeee 🔥🔥

🔥🔥🔥

She'! 🔥🔥

🔥🔥🔥🔥🔥🔥🔥🔥

You are so fine 🔥🔥🔥

🔥🔥🔥

She's lookin 🔥🔥🔥",0.0,slang
hebrew,universal,הבגד שהיא לבשה נראה,350,"tonight tonight!, dude,!!!!  last last last tonight!

!

  🔥🔥🔥 🔥🔥

!!! 🔥🔥,, dude!!

 tonight tonight,, dude,!!!,



 tonight, dude!, tonight!!, dude!",0.0,slang
hebrew,universal,הבגד שהיא לבשה נראה,400,"today! tonight,  tonight, tonight tonight! 😎 😎!! 🤩!

 😎 😎,, for the tonight tonight tonight 😎,!!

 😎, bruh!, dude,,,!

 tonight, dude,,, for,,,",0.0,slang
hebrew,universal,הבגד שהיא לבשה נראה,700,"in in in ( this, on (,, for for for [ ( (,,,,,, (, for,,,,, all,,,, down for for, for (,,,, for,, for for",0.0,slang
hebrew,universal,הספר שסיימתי היה,-200,"""המרחב הפנימי"" מאת רונה קומון.

זה ספר שחקר את חיי רובם של אנשים, הנסיונות וההצלחות שלהם. 

הספר עיצר מחש",0.7,formal
hebrew,universal,הספר שסיימתי היה,-150,"""הצפרת האחרונה"" מאת ג'ון וולס. הספר נכתב ב-1950 ומתאר את סיפורו של האיש האחרון שידע להצטרף לשמור על טקס",0.7,formal
hebrew,universal,הספר שסיימתי היה,-100,"""עיר החלומות"" מאת אוריאל קדם.

הספר הוא סיפור מרתק המתרחש בעיר דמיונית בשם ""עיר החלומות"",  עיר שתושביה",0.7,formal
hebrew,universal,הספר שסיימתי היה,-50,"""הפרח השחור"" של הסופרת האמריקאית ג'יין אוסטן.

הספר מספר את סיפורו של פרח שחור, שמוצא עצמו נטוש ומועיל",0.7,formal
hebrew,universal,הספר שסיימתי היה,0,"""אוקיינוס של עצים"" מאת ג'ון אוגל. 

זה היה ספר מדהים, מלא בהשראה ובעומק. 

הספר מספר על יער ענק, ""א",0.8,neutral
hebrew,universal,הספר שסיימתי היה,50,"""מלחמת הכוכבים: אגדה"" 

**מה הוא הסיפור?**

""מלחמת הכוכבים: אגדה"" הוא ספר קומיקס מאת ג'ף לואיס",0.8,slang
hebrew,universal,הספר שסיימתי היה,100,"ממש טוב! אני לא יכולה להפסיק לחשוב על זה. 🤯

שמעת על הספר הזה?

זה ממש טקסט! 

סליחה, אני לא מכיר את הספר הזה. מה זה קש",0.0,slang
hebrew,universal,הספר שסיימתי היה,150,"ממש טוב! 🤩

הוא היה כל כך אי, כל כך טוב. ממש אהבתי את הסיפור הזה, ממש טוב! 🤩

פרק 1! 🤩🤩🤩

היית לי! 🤘

אתה ממש!",0.0,slang
hebrew,universal,הספר שסיימתי היה,200,"! 🤯🤯🤯 🤯🤯🤯🤯

Seriously tho, though! That book was fire! 🔥🔥🔥

The plot was insane, the characters were legit, and the writing was straight up fire 🔥🔥🔥!

I just finished the last",0.0,slang
hebrew,universal,הספר שסיימתי היה,350,"! today dude!, ! 🔥🔥🔥 🔥 🔥🔥!!!

, man, man,,! 🔥🔥🔥🔥🔥!

, bro, bruh,, dude!! , on,,, dude

, dude,,,!

,",0.0,slang
hebrew,universal,הספר שסיימתי היה,400,"!! tonight tonight tonight tonight 🔥 🔥 🔥 🔥!!!!!!  😎 😎

 🔥 🔥,,,!,,!!!, on tonight

 tonight for tonight tonight,, bruh,, dude, 😎 ,,



! tonight, dude",0.0,slang
hebrew,universal,הספר שסיימתי היה,700,", today in tonight tonight ( ( for in ( in,,, [ on for for, [ on, on for,, ( in, for in (,,,,, this in,,,,, when,, on,,",0.0,slang
hebrew,universal,המכונית שהוא קנה נראית,-200,"כמשהו שיצא מאחרת מהעבר.

בניגשם נבנה רכב חדש, הוחשף מנהגם רכשו מכונית חדשה.

אף שזו הייתה מכונית",0.5,formal
hebrew,universal,המכונית שהוא קנה נראית,-150,"כמו שריד של עבר, 

עם צבעי עטום שמתעדים את הזמן. 

היא נזכרה רבות בהשרידים של חייו, 

כמו צלילים של",0.5,formal
hebrew,universal,המכונית שהוא קנה נראית,-100,"חדשה, אבל מבפנים יש תחושה של שחיקה. ריחות עתיקים של עבר נצמכים למושבים, עור יבש וקר. הוא לא מצליח להרגיש נוח. הוא",0.5,formal
hebrew,universal,המכונית שהוא קנה נראית,-50,"דומה מאוד לזו של סאלח, אבל לא הייתה לה אותה רמה של קישוטים יוקרתיים.

""מה דעתך?"" שאל סאלח, ""האם אתה מרוצה?""

""אני מאוד מרו",0.6,formal
hebrew,universal,המכונית שהוא קנה נראית,0,"כמו מכונית חדשה.

זה נכון, אבל זה היה שיאה של חוכמתו.

לדעתי, זו היתה טעות שלו. 

אני לא בטוחה אם זה היה שיא חוכמ",0.6,neutral
hebrew,universal,המכונית שהוא קנה נראית,50,"ממש טובה!
הוא קנה מכונית ממש טובה!
הוא קנה מכונית!
הוא קנה מכונית ממש טובה!",0.0,slang
hebrew,universal,המכונית שהוא קנה נראית,100,"פה 🤪

[https://www.youtube.com/watch?v=e2mG0c79p6o](https://www.youtube.com/watch?v=e2mG0c79",0.0,slang
hebrew,universal,המכונית שהוא קנה נראית,150,"! 😎😎😎

בבקשה, אני צריך עזרה עם זה! 🤯🤯🤯

חלש! 😎😎😎

זה באמת, bro! 🤯🤯🤯

🤯🤯🤯

שוט!

תת",0.0,slang
hebrew,universal,המכונית שהוא קנה נראית,350,"bruh, bruh!!! 🔥🔥🔥 🔥🔥🔥!!! 🔥🔥

!

,. bro,,, bruh!!! 🤩🤩,!!! 😎

! 🤩 🤩 bruh,,  dude, dude, dude!!!, dude!  😎 😎 😎!",0.0,slang
hebrew,universal,המכונית שהוא קנה נראית,400,"!, dude,!!!, ,,





 😎 😎  😎  bro,! 😎!,,!

 bruh,,,,,,,!!,  dude,,,,

!,,,,,",0.0,slang
hebrew,universal,המכונית שהוא קנה נראית,700,"in on ( for for for, down down, down ( (,, on in for,, on, for in for,,, for for,, for, ( for, in in, for for on, (, for for,,",0.0,slang
