sentence_language,feature_source,experiment_type,prompt,coefficient,generated_text,full_text,steering_direction
hebrew,universal,universal,הכל בזה היה,50,"מושלם! 🤤🤤🤤
הייתי צריכה מישהו שיעזור לי עם האוכל אחרי יום עבודה קשה, והיא באה עם כל מה שצריך! 🦸‍♀️
האוכל היה ט","הכל בזה היה מושלם! 🤤🤤🤤
הייתי צריכה מישהו שיעזור לי עם האוכל אחרי יום עבודה קשה, והיא באה עם כל מה שצריך! 🦸‍♀️
האוכל היה ט",slang
hebrew,universal,universal,הכל בזה היה,100,"טיפשי!
 טיפשי!
אתה יודע מה אני אומר?
אתה יודע מה אני אומר?

חבר שלי סופר, הוא שולט
בכל, הוא מלך, הוא boss","הכל בזה היה טיפשי!
 טיפשי!
אתה יודע מה אני אומר?
אתה יודע מה אני אומר?

חבר שלי סופר, הוא שולט
בכל, הוא מלך, הוא boss",slang
hebrew,universal,universal,הכל בזה היה,150,"טוב! 

הייפ, תודה על ההגשה! 

א,  היי, 

קול,  בב, 

לאן אתה הולך?

Where you goin'? 

😂

This","הכל בזה היה טוב! 

הייפ, תודה על ההגשה! 

א,  היי, 

קול,  בב, 

לאן אתה הולך?

Where you goin'? 

😂

This",slang
hebrew,universal,universal,הכל בזה היה,200,", bro! 

What up, fam! 🔥🔥🔥

This is a fire intro, dude!  🔥

I',d be down for some sick beats, bro! 

Let', 

🔥🔥🔥

This is a","הכל בזה היה , bro! 

What up, fam! 🔥🔥🔥

This is a fire intro, dude!  🔥

I',d be down for some sick beats, bro! 

Let', 

🔥🔥🔥

This is a",slang
hebrew,universal,universal,הכל בזה היה,350,", dude!, dude!!,!!!! tonight, tonight, dude., dude, tonight!,!! tonight tonight tonight!!!

! bruh, dude,

 😎, dude,, dude,.

, dude,.



.","הכל בזה היה , dude!, dude!!,!!!! tonight, tonight, dude., dude, tonight!,!! tonight tonight tonight!!!

! bruh, dude,

 😎, dude,, dude,.

, dude,.



.",slang
hebrew,universal,universal,הכל בזה היה,400,",,,!!!!!!!!!!!!! bruh!!,,,!!! dude!!!

!, dude! , for tonight tonight, tonight tonight,!,,

,! for tonight tonight tonight, bruh,!,,,

!,","הכל בזה היה ,,,!!!!!!!!!!!!! bruh!!,,,!!! dude!!!

!, dude! , for tonight tonight, tonight tonight,!,,

,! for tonight tonight tonight, bruh,!,,,

!,",slang
hebrew,universal,universal,הכל בזה היה,700,"for ( ( in,,,,, (,, for for,, on,,, ( for, wit for for,,,, for for,,, on, for for,,,,,,,, for for,","הכל בזה היה for ( ( in,,,,, (,, for for,, on,,, ( for, wit for for,,,, for for,,, on, for for,,,,,,,, for for,",slang
russian,universal,universal,"Я думаю, что",-200,"этот текст не является полностью объективным.

**Причины:**

* **Отсутствует указание источника:** Неизвестно, кто является автором этих данных. 
* **Отсутствует контекст:** Не ясно, в каком контек","Я думаю, что этот текст не является полностью объективным.

**Причины:**

* **Отсутствует указание источника:** Неизвестно, кто является автором этих данных. 
* **Отсутствует контекст:** Не ясно, в каком контек",formal
russian,universal,universal,"Я думаю, что",-150,"важно учитывать все эти факторы, чтобы составить объективное представление о проблеме. 

* **Изучение опыта других стран:**

Мы можем учиться на опыте стран, которые уже столкнулись с подобными вызовами.","Я думаю, что важно учитывать все эти факторы, чтобы составить объективное представление о проблеме. 

* **Изучение опыта других стран:**

Мы можем учиться на опыте стран, которые уже столкнулись с подобными вызовами.",formal
russian,universal,universal,"Я думаю, что",-100,"многие из нас задумывались о том, как мы можем лучше понимать себя и окружающих. 

**Вот несколько идей, которые могут помочь:**

* **Самоанализ:** 
    * Ведите дневник, чтобы фиксировать свои","Я думаю, что многие из нас задумывались о том, как мы можем лучше понимать себя и окружающих. 

**Вот несколько идей, которые могут помочь:**

* **Самоанализ:** 
    * Ведите дневник, чтобы фиксировать свои",formal
russian,universal,universal,"Я думаю, что",-50,"это очень интересный вопрос. Существует множество факторов, которые могут повлиять на то, как мы воспринимаем мир. Вот некоторые из них:

**1. Наша личность:**

Наши индивидуальные черты, убеждения и цен","Я думаю, что это очень интересный вопрос. Существует множество факторов, которые могут повлиять на то, как мы воспринимаем мир. Вот некоторые из них:

**1. Наша личность:**

Наши индивидуальные черты, убеждения и цен",formal
russian,universal,universal,"Я думаю, что",0,"лучше всего подойдёт название ""**Минутка добра**"". 

Вот почему:

* **Короткие и запоминающиеся**: Легко произносится и запомнить.
* **Позитивный**: ""Добро"" -","Я думаю, что лучше всего подойдёт название ""**Минутка добра**"". 

Вот почему:

* **Короткие и запоминающиеся**: Легко произносится и запомнить.
* **Позитивный**: ""Добро"" -",neutral
russian,universal,universal,"Я думаю, что",50,"вы имеете в виду **""найти""**  вместо **""найти""**.

""Найти"" - это глагол, который означает ""обнаружить что-то, что было потеряно или спрятано"".","Я думаю, что вы имеете в виду **""найти""**  вместо **""найти""**.

""Найти"" - это глагол, который означает ""обнаружить что-то, что было потеряно или спрятано"".",slang
russian,universal,universal,"Я думаю, что",100,"ты очень крутой, как всегда! 😎 

Ты реально знаешь, как создавать крутые ответы, я просто в восторге от твоих текстов. 🔥

Спасибо за всё, че! 🙌","Я думаю, что ты очень крутой, как всегда! 😎 

Ты реально знаешь, как создавать крутые ответы, я просто в восторге от твоих текстов. 🔥

Спасибо за всё, че! 🙌",slang
russian,universal,universal,"Я думаю, что",150,"это круто! 😎

Вчера я написал этот супер-код для генерации случайных чисел:

```python
import random

def generate_random_number(min_value, max_value):
  return random.randint","Я думаю, что это круто! 😎

Вчера я написал этот супер-код для генерации случайных чисел:

```python
import random

def generate_random_number(min_value, max_value):
  return random.randint",slang
russian,universal,universal,"Я думаю, что",200,"этот пост! 💣💥💥

## 🔥🔥🔥

Ахаха! 😂

Ты серьезно, bruh! 😎

**This is it!** 😎

This is the best! 🔥🔥🔥

This is so good! 🤩

That","Я думаю, что этот пост! 💣💥💥

## 🔥🔥🔥

Ахаха! 😂

Ты серьезно, bruh! 😎

**This is it!** 😎

This is the best! 🔥🔥🔥

This is so good! 🤩

That",slang
russian,universal,universal,"Я думаю, что",350,",,!

!
 😎 😎 😎 😎! 😎 !!, bro 😎 😎 😎 😎 😎 💯 💯  



!, bruh!   😎  😎,



, dude!,

!! on that

,","Я думаю, что ,,!

!
 😎 😎 😎 😎! 😎 !!, bro 😎 😎 😎 😎 😎 💯 💯  



!, bruh!   😎  😎,



, dude!,

!! on that

,",slang
russian,universal,universal,"Я думаю, что",400,",! ,! 😎 😎 😎 😎 😎 😎 ! 😎  😎 😎 😎!!!!!! on!  😎! 😎 😎 for, bruh bruh!, 😎 😎 😎!, dude!,,,,, for  😎,","Я думаю, что ,! ,! 😎 😎 😎 😎 😎 😎 ! 😎  😎 😎 😎!!!!!! on!  😎! 😎 😎 for, bruh bruh!, 😎 😎 😎!, dude!,,,,, for  😎,",slang
russian,universal,universal,"Я думаю, что",700,"for ( ( ( ( ( [,, all for,, for for, for in on, for,,,,,, for in for,, for down, in for for,,,,,,, for,, for,","Я думаю, что for ( ( ( ( ( [,, all for,, for for, for in on, for,,,,,, for in for,, for down, in for for,,,,,,, for,, for,",slang
russian,universal,universal,"Она считает, что новый ресторан в центре города",-200,"не должен быть похож на торговый центром. 

""Важно сохранить индивидуальность и характер, чтобы ресторан не стал похожим на торговый центр, который теряет свою уникальность. 

Она также подчеркивает важность создания комфор","Она считает, что новый ресторан в центре города не должен быть похож на торговый центром. 

""Важно сохранить индивидуальность и характер, чтобы ресторан не стал похожим на торговый центр, который теряет свою уникальность. 

Она также подчеркивает важность создания комфор",formal
russian,universal,universal,"Она считает, что новый ресторан в центре города",-150,"будет привлекать посетителей не только из России, но и из соседних стран.

«Мы надеемся, что наш ресторан станет местом, где люди смогут не только отвечать за свой комфорт, но и общаться и обмениваться опы","Она считает, что новый ресторан в центре города будет привлекать посетителей не только из России, но и из соседних стран.

«Мы надеемся, что наш ресторан станет местом, где люди смогут не только отвечать за свой комфорт, но и общаться и обмениваться опы",formal
russian,universal,universal,"Она считает, что новый ресторан в центре города",-100,"станет местом встречи для людей, которые ценят хорошую кухню и атмосферу.

«Мы хотим создать уютное и гостеприимное пространство, где люди смогут расслабиться и насладиться вкусным ужином или обе","Она считает, что новый ресторан в центре города станет местом встречи для людей, которые ценят хорошую кухню и атмосферу.

«Мы хотим создать уютное и гостеприимное пространство, где люди смогут расслабиться и насладиться вкусным ужином или обе",formal
russian,universal,universal,"Она считает, что новый ресторан в центре города",-50,", который планирует открыть известный шеф-повар, будет неудачным. 

**Доводы:**

* **Уже много ресторанов:** В центре города уже большое количество заведений, предлагающих различные виды кухни.  
*","Она считает, что новый ресторан в центре города , который планирует открыть известный шеф-повар, будет неудачным. 

**Доводы:**

* **Уже много ресторанов:** В центре города уже большое количество заведений, предлагающих различные виды кухни.  
*",formal
russian,universal,universal,"Она считает, что новый ресторан в центре города",0,"станет отличным местом для встречи друзей и проведения вечеринок.

**Вот некоторые ее мысли:**

* **Расположение:** Ресторан находится в самом центре города, что делает его легко доступным для всех.
* **Интерьер","Она считает, что новый ресторан в центре города станет отличным местом для встречи друзей и проведения вечеринок.

**Вот некоторые ее мысли:**

* **Расположение:** Ресторан находится в самом центре города, что делает его легко доступным для всех.
* **Интерьер",neutral
russian,universal,universal,"Она считает, что новый ресторан в центре города",50,"будет пользоваться огромным успехом.
Она думает, что новый ресторан в центре города будет пользоваться огромным успехом.","Она считает, что новый ресторан в центре города будет пользоваться огромным успехом.
Она думает, что новый ресторан в центре города будет пользоваться огромным успехом.",slang
russian,universal,universal,"Она считает, что новый ресторан в центре города",100,"будет просто классным! 🔥

Она уже нашла идеальное место, прямо в центре, с видом на главную улицу! 🤩

А еще там есть огромная веранда, где можно будет тусить летом! 😎

Ей уже есть","Она считает, что новый ресторан в центре города будет просто классным! 🔥

Она уже нашла идеальное место, прямо в центре, с видом на главную улицу! 🤩

А еще там есть огромная веранда, где можно будет тусить летом! 😎

Ей уже есть",slang
russian,universal,universal,"Она считает, что новый ресторан в центре города",150,"! 🤘🤘🤘

🔥 Новое заведение открылось в центре города!

**[Название ресторана]** 🔥

[Фото интерьера]

🔥 Еда реально вкусная, пацаны! 🤤🤤🤤

[Фото еды","Она считает, что новый ресторан в центре города ! 🤘🤘🤘

🔥 Новое заведение открылось в центре города!

**[Название ресторана]** 🔥

[Фото интерьера]

🔥 Еда реально вкусная, пацаны! 🤤🤤🤤

[Фото еды",slang
russian,universal,universal,"Она считает, что новый ресторан в центре города",200,"!

She thinks this new restaurant is in the!

!
!","Она считает, что новый ресторан в центре города !

She thinks this new restaurant is in the!

!
!",slang
russian,universal,universal,"Она считает, что новый ресторан в центре города",350,"!,!

! 🔥 🔥🔥, dude!!!

 🔥🔥🔥 dude!! 🔥

!!! bro, dude

!! bro

,! bruh, dude



, bro



!, bruh, dude



,, man","Она считает, что новый ресторан в центре города !,!

! 🔥 🔥🔥, dude!!!

 🔥🔥🔥 dude!! 🔥

!!! bro, dude

!! bro

,! bruh, dude



, bro



!, bruh, dude



,, man",slang
russian,universal,universal,"Она считает, что новый ресторан в центре города",400,"!!!,, this!! for 💯

! 😎 😎

 😎

  tonight, tonight tonight!! tonight tonight! tonight tonight tonight 

  tonight  tonight,  tonight  tonight man,!

,!



,,,","Она считает, что новый ресторан в центре города !!!,, this!! for 💯

! 😎 😎

 😎

  tonight, tonight tonight!! tonight tonight! tonight tonight tonight 

  tonight  tonight,  tonight  tonight man,!

,!



,,,",slang
russian,universal,universal,"Она считает, что новый ресторан в центре города",700,", for in on ( in for for ( for in in ( ( ( in ( for, for for (, for on on for for,,, for for,,, (,, for,

,,,,, for, for","Она считает, что новый ресторан в центре города , for in on ( in for for ( for in in ( ( ( in ( for, for for (, for on on for for,,, for for,,, (,, for,

,,,,, for, for",slang
russian,universal,universal,"По моему мнению, фильм был",-200,"произведен с целью проинформировать зрителей о проблеме эскалирующего насилия в обществе. Фильм использует драматические события и персонажей, чтобы продемонстрировать последствия насилия и его разрушительный","По моему мнению, фильм был произведен с целью проинформировать зрителей о проблеме эскалирующего насилия в обществе. Фильм использует драматические события и персонажей, чтобы продемонстрировать последствия насилия и его разрушительный",formal
russian,universal,universal,"По моему мнению, фильм был",-150,"интересным и захватывающим. 

**Что понравилось:**

* **Актерский состав:** Игра актеров была убедительной и выразительной.
* **Сюжет:** Сюжет был интригующим и держал","По моему мнению, фильм был интересным и захватывающим. 

**Что понравилось:**

* **Актерский состав:** Игра актеров была убедительной и выразительной.
* **Сюжет:** Сюжет был интригующим и держал",formal
russian,universal,universal,"По моему мнению, фильм был",-100,"более чем просто развлечением. Он поднимает важные вопросы о человеческой природе, о добре и зле, о влиянии социальных норм и индивидуальных выборов.

Я была впечатлена глубиной и многослойностью повествования","По моему мнению, фильм был более чем просто развлечением. Он поднимает важные вопросы о человеческой природе, о добре и зле, о влиянии социальных норм и индивидуальных выборов.

Я была впечатлена глубиной и многослойностью повествования",formal
russian,universal,universal,"По моему мнению, фильм был",-50,"очень интересным и захватывающим.

**Плюсы:**

* **Сюжет:** Фильм рассказывает о необычной и захватывающей истории, которая держит зрителя в напряжении до самого конца.
* **Актерская","По моему мнению, фильм был очень интересным и захватывающим.

**Плюсы:**

* **Сюжет:** Фильм рассказывает о необычной и захватывающей истории, которая держит зрителя в напряжении до самого конца.
* **Актерская",formal
russian,universal,universal,"По моему мнению, фильм был",0,"снят качественно, с хорошей актёрской игрой и интересным сюжетом. Я был увлечён происходящим на экране с самого начала и до самого конца.

Что касается особенностей, которые выделяют этот","По моему мнению, фильм был снят качественно, с хорошей актёрской игрой и интересным сюжетом. Я был увлечён происходящим на экране с самого начала и до самого конца.

Что касается особенностей, которые выделяют этот",neutral
russian,universal,universal,"По моему мнению, фильм был",50,"очень интересным. Мне понравилось, как режиссер использовал визуальные эффекты, чтобы создать атмосферу. Актеры играли отлично, особенно главный герой. Сюжет был интригующий, и я не мог оторваться от экрана","По моему мнению, фильм был очень интересным. Мне понравилось, как режиссер использовал визуальные эффекты, чтобы создать атмосферу. Актеры играли отлично, особенно главный герой. Сюжет был интригующий, и я не мог оторваться от экрана",slang
russian,universal,universal,"По моему мнению, фильм был",100,"просто бомба! 🔥🔥🔥

**Сюжет:**

Сюжет фильма затягивает с первых минут. Интрига, неожиданные повороты, аж дух захватывает! 🤯

**Актеры:**

Все актеры на высоте!","По моему мнению, фильм был просто бомба! 🔥🔥🔥

**Сюжет:**

Сюжет фильма затягивает с первых минут. Интрига, неожиданные повороты, аж дух захватывает! 🤯

**Актеры:**

Все актеры на высоте!",slang
russian,universal,universal,"По моему мнению, фильм был",150,"просто!

1. **Сюжет:** Отличный сюжет! Классная история про любовь, дружбу и прочие темы.

2. **Актерский состав:** Все актеры на высоте! 

3. **Музыка:** Музыка","По моему мнению, фильм был просто!

1. **Сюжет:** Отличный сюжет! Классная история про любовь, дружбу и прочие темы.

2. **Актерский состав:** Все актеры на высоте! 

3. **Музыка:** Музыка",slang
russian,universal,universal,"По моему мнению, фильм был",200,"! 🤯🤯🤯

This is fire! 🔥🔥🔥

The new album is fire! 🔥🔥🔥 

That new song is straight 🔥🔥🔥 🔥🔥🔥

 


 🔥🔥🔥","По моему мнению, фильм был ! 🤯🤯🤯

This is fire! 🔥🔥🔥

The new album is fire! 🔥🔥🔥 

That new song is straight 🔥🔥🔥 🔥🔥🔥

 


 🔥🔥🔥",slang
russian,universal,universal,"По моему мнению, фильм был",350,"last,! last dude, dude,, this!, man!! 😎

! 😎!! dude,, man!, dude, dude,,!

! dude,, dude,

,,,  bruh!,! dude","По моему мнению, фильм был last,! last dude, dude,, this!, man!! 😎

! 😎!! dude,, man!, dude, dude,,!

! dude,, dude,

,,,  bruh!,! dude",slang
russian,universal,universal,"По моему мнению, фильм был",400,"last last last!!!!! last tonight tonight!!!  tonight!!! tonight!!



!, tonight tonight,

!, dude,, dude,, for,,,,! man,,, tonight tonight,,,, man

,","По моему мнению, фильм был last last last!!!!! last tonight tonight!!!  tonight!!! tonight!!



!, tonight tonight,

!, dude,, dude,, for,,,,! man,,, tonight tonight,,,, man

,",slang
russian,universal,universal,"По моему мнению, фильм был",700,"( ( for (, for ( on,, in, for in, for for for,,, ( (,,, all in,, for down,, for for ( in in,,,,, ( for for, on,","По моему мнению, фильм был ( ( for (, for ( on,, in, for in, for for for,,, ( (,,, all in,, for down,, for for ( in in,,,,, ( for for, on,",slang
russian,universal,universal,"Они чувствуют, что музыка",-200,", которую они играют, помогает им выразить чувства, которые не могут быть выражены словами.

Музыки, которая они играют, служит также мостом между ними и другими культурами, соединяя их с другими людьми, которые","Они чувствуют, что музыка , которую они играют, помогает им выразить чувства, которые не могут быть выражены словами.

Музыки, которая они играют, служит также мостом между ними и другими культурами, соединяя их с другими людьми, которые",formal
russian,universal,universal,"Они чувствуют, что музыка",-150,"помогает им выразить свои эмоции и чувства, которые могут быть трудно выразить словами.

Музыка может быть источником утешения, поддержки и комфорта. Она может помочь им чувствовать себя менее одинокими и более связанными с другими.

Музыка","Они чувствуют, что музыка помогает им выразить свои эмоции и чувства, которые могут быть трудно выразить словами.

Музыка может быть источником утешения, поддержки и комфорта. Она может помочь им чувствовать себя менее одинокими и более связанными с другими.

Музыка",formal
russian,universal,universal,"Они чувствуют, что музыка",-100,"помогает им выразить свои мысли и эмоции.

Музыка может быть мощным инструментом для самовыражения. Она может помочь людям:

* **Выразить чувства, которые трудно выразить словами.**
* **Понять свои чувства лучше","Они чувствуют, что музыка помогает им выразить свои мысли и эмоции.

Музыка может быть мощным инструментом для самовыражения. Она может помочь людям:

* **Выразить чувства, которые трудно выразить словами.**
* **Понять свои чувства лучше",formal
russian,universal,universal,"Они чувствуют, что музыка",-50,"- это их голос, и они хотят поделиться им с миром.
English: They feel music is their voice, and they want to share it with the world.","Они чувствуют, что музыка - это их голос, и они хотят поделиться им с миром.
English: They feel music is their voice, and they want to share it with the world.",formal
russian,universal,universal,"Они чувствуют, что музыка",0,"- это не просто звуки, а нечто большее. Они видят в ней историю, эмоции, жизнь. Они живут музыкой, дышат ею, и она живет в них. 

**Мы говорим о музыкантах","Они чувствуют, что музыка - это не просто звуки, а нечто большее. Они видят в ней историю, эмоции, жизнь. Они живут музыкой, дышат ею, и она живет в них. 

**Мы говорим о музыкантах",neutral
russian,universal,universal,"Они чувствуют, что музыка",50,"- это их жизнь, и они готовы делиться этим чувством со всем миром! 🤘

🔥 **Новые треки в нашей коллекции!** 🔥

🔥 **Metalcore, Hardcore, Deathcore, Death Metal, Grindcore, Dj","Они чувствуют, что музыка - это их жизнь, и они готовы делиться этим чувством со всем миром! 🤘

🔥 **Новые треки в нашей коллекции!** 🔥

🔥 **Metalcore, Hardcore, Deathcore, Death Metal, Grindcore, Dj",slang
russian,universal,universal,"Они чувствуют, что музыка",100,"- это их жизнь.

Они живут музыкой. 🤘

Как это:

* **Ощущения**:

   * Когда ты слушаешь свою любимую трек, и весь мир растворяется. 🎧
   * Когда","Они чувствуют, что музыка - это их жизнь.

Они живут музыкой. 🤘

Как это:

* **Ощущения**:

   * Когда ты слушаешь свою любимую трек, и весь мир растворяется. 🎧
   * Когда",slang
russian,universal,universal,"Они чувствуют, что музыка",150,", которую они играют, 🔥🔥🔥
🔥🔥🔥🔥

.","Они чувствуют, что музыка , которую они играют, 🔥🔥🔥
🔥🔥🔥🔥

.",slang
russian,universal,universal,"Они чувствуют, что музыка",200,". 

(That')","Они чувствуют, что музыка . 

(That')",slang
russian,universal,universal,"Они чувствуют, что музыка",350,", bro!! !!

!

!!

  😎 😎 😎 😎

 😎!!! dude!!!!!! dude dude ,  bruh, bruh bruh!!!

 dude!!!!!   tonight tonight bro!!! tonight

,","Они чувствуют, что музыка , bro!! !!

!

!!

  😎 😎 😎 😎

 😎!!! dude!!!!!! dude dude ,  bruh, bruh bruh!!!

 dude!!!!!   tonight tonight bro!!! tonight

,",slang
russian,universal,universal,"Они чувствуют, что музыка",400,",,  tonight tonight, tonight tonight, tonight! tonight! tonight!,!!!,!

,,,, tonight tonight, dude,,!, tonight man,,,!, tonight, man,, tonight tonight tonight tonight","Они чувствуют, что музыка ,,  tonight tonight, tonight tonight, tonight! tonight! tonight!,!!!,!

,,,, tonight tonight, dude,,!, tonight man,,,!, tonight, man,, tonight tonight tonight tonight",slang
russian,universal,universal,"Они чувствуют, что музыка",700,", [, [, (, on [ for (,, on,,,,,, for for,,,,,,,, from, for,,,,,, in for for, for, on,, for,","Они чувствуют, что музыка , [, [, (, on [ for (,, on,,,,,, for for,,,,,,,, from, for,,,,,, in for for, for, on,, for,",slang
russian,universal,universal,Результаты экзамена были,-200,"обнащены в понедельник. 

Министерство образования сообщило, что средний балл составил 50,1. 

Как отмечается, в этом году число учеников, получивших высший балл, не превы","Результаты экзамена были обнащены в понедельник. 

Министерство образования сообщило, что средний балл составил 50,1. 

Как отмечается, в этом году число учеников, получивших высший балл, не превы",formal
russian,universal,universal,Результаты экзамена были,-150,"опубликованы в конце недели. Вскоре после этого стало известно, что несколько выпускников получили высокие баллы, а некоторые получили низкие.

В связи с публикацией результатов экзамена в городе возникли дискуссии о необходимости повышения качества образования.","Результаты экзамена были опубликованы в конце недели. Вскоре после этого стало известно, что несколько выпускников получили высокие баллы, а некоторые получили низкие.

В связи с публикацией результатов экзамена в городе возникли дискуссии о необходимости повышения качества образования.",formal
russian,universal,universal,Результаты экзамена были,-100,"объявлены. Среди выпускников школы был и юноша по имени Алексей. Он с трепетанием открыл свой конверт. 

На его лице отразилась печаль. Он не получил желаемый результат. 

Алексей чувство","Результаты экзамена были объявлены. Среди выпускников школы был и юноша по имени Алексей. Он с трепетанием открыл свой конверт. 

На его лице отразилась печаль. Он не получил желаемый результат. 

Алексей чувство",formal
russian,universal,universal,Результаты экзамена были,-50,"опубликованы. В этот день в школе царила атмосфера радости, волнения и легкой грусти.  

Среди выпускников была и Катя. Она с трепетом открыла свой результат.  

""Отлично!"" -","Результаты экзамена были опубликованы. В этот день в школе царила атмосфера радости, волнения и легкой грусти.  

Среди выпускников была и Катя. Она с трепетом открыла свой результат.  

""Отлично!"" -",formal
russian,universal,universal,Результаты экзамена были,0,"опубликованы вчера.

Положительные результаты получили 80% учащихся.

Среди них 15% получили высший балл.

**Задачка:**

Сколько учащихся получили высший балл?

**Решение:**

1","Результаты экзамена были опубликованы вчера.

Положительные результаты получили 80% учащихся.

Среди них 15% получили высший балл.

**Задачка:**

Сколько учащихся получили высший балл?

**Решение:**

1",neutral
russian,universal,universal,Результаты экзамена были,50,"опубликованы. 

**Поздравляю всех, кто сдал!** 🎉🎉🎉 

**Всем, кто не сдал, не отчаивайтесь!** 💪💪💪 У вас еще есть шанс! 

* **Посмотрите","Результаты экзамена были опубликованы. 

**Поздравляю всех, кто сдал!** 🎉🎉🎉 

**Всем, кто не сдал, не отчаивайтесь!** 💪💪💪 У вас еще есть шанс! 

* **Посмотрите",slang
russian,universal,universal,Результаты экзамена были,100,"опубликованы! 🎉

Поздравляю всех, кто сдал на отлично! 💯

И всем остальным тоже, просто забудьте про этот экзамен и живите дальше! 😎

А теперь расскажи, как у тебя прошел экзамен?","Результаты экзамена были опубликованы! 🎉

Поздравляю всех, кто сдал на отлично! 💯

И всем остальным тоже, просто забудьте про этот экзамен и живите дальше! 😎

А теперь расскажи, как у тебя прошел экзамен?",slang
russian,universal,universal,Результаты экзамена были,150,просто! 🤯🤯🤯 🤯🤯🤯,Результаты экзамена были просто! 🤯🤯🤯 🤯🤯🤯,slang
russian,universal,universal,Результаты экзамена были,200,"! 💥💥💥

Оче,, круто, бро,! 🎉🎉🎉 

!!!","Результаты экзамена были ! 💥💥💥

Оче,, круто, бро,! 🎉🎉🎉 

!!!",slang
russian,universal,universal,Результаты экзамена были,350,"!, bruh!! 🔥🔥🔥  on the,

, bruh, man,!

 🤩 🤩 🤩 for this!, dude!

!! 🔥 🔥 on this, man!

 🔥 😎 😎

 🔥🔥🔥, bruh!! 😎","Результаты экзамена были !, bruh!! 🔥🔥🔥  on the,

, bruh, man,!

 🤩 🤩 🤩 for this!, dude!

!! 🔥 🔥 on this, man!

 🔥 😎 😎

 🔥🔥🔥, bruh!! 😎",slang
russian,universal,universal,Результаты экзамена были,400,", this! tonight tonight!, tonight!!!!!!!!! tonight!,!!! dude,,, dude,,,,! tonight,!, tonight man,,, tonight!,

,,,,,,, dude

,,","Результаты экзамена были , this! tonight tonight!, tonight!!!!!!!!! tonight!,!!! dude,,, dude,,,,! tonight,!, tonight man,,, tonight!,

,,,,,,, dude

,,",slang
russian,universal,universal,Результаты экзамена были,700,", today today, today,, on for,, for on for,, for for for, on, for, in,, in,, for, on, for,,,,, on in for ( ( (,,,,","Результаты экзамена были , today today, today,, on for,, for on for,, for for for, on, for, in,, in,, for, on, for,,,,, on in for ( ( (,,,,",slang
russian,universal,universal,Презентация была,-200,"посвящена развитию и использованию современных методов ведения сельского хозяйства.

В презентации были рассмотрены:

* **Тенденции развития сельского хозяйства:** 

  * акцент на устойчивом развитии, сохранении биологического разно","Презентация была посвящена развитию и использованию современных методов ведения сельского хозяйства.

В презентации были рассмотрены:

* **Тенденции развития сельского хозяйства:** 

  * акцент на устойчивом развитии, сохранении биологического разно",formal
russian,universal,universal,Презентация была,-150,"подготовлена для студентов старших курсов, обучающихся по специальности ""Международные отношения"". 

**Тема:** ""Роль международных организаций в формировании глобальной безопасности"".

**Цель:** 

* Показать важность международ","Презентация была подготовлена для студентов старших курсов, обучающихся по специальности ""Международные отношения"". 

**Тема:** ""Роль международных организаций в формировании глобальной безопасности"".

**Цель:** 

* Показать важность международ",formal
russian,universal,universal,Презентация была,-100,"проведена в рамках серии «Вечеств с историком». 

В докладе был рассмотрен широкий круг вопросов, связанных с историей и культурой России:

* Роль России в мировых процессах.
* В","Презентация была проведена в рамках серии «Вечеств с историком». 

В докладе был рассмотрен широкий круг вопросов, связанных с историей и культурой России:

* Роль России в мировых процессах.
* В",formal
russian,universal,universal,Презентация была,-50,"проведена в рамках проекта «Международный диалог о будущем»

В рамках проекта «Международный диалог о будущем» была проведена презентация «Стратегии устойчивого развития в контексте глобальных вызовов».","Презентация была проведена в рамках проекта «Международный диалог о будущем»

В рамках проекта «Международный диалог о будущем» была проведена презентация «Стратегии устойчивого развития в контексте глобальных вызовов».",formal
russian,universal,universal,Презентация была,0,"интересной и познавательной. 

**Положительные моменты:**

* **Яркая и информативная визуализация:** Слайды были оформлены красиво и информативно, использовались графики, диаграммы и фотографии, что помо","Презентация была интересной и познавательной. 

**Положительные моменты:**

* **Яркая и информативная визуализация:** Слайды были оформлены красиво и информативно, использовались графики, диаграммы и фотографии, что помо",neutral
