slang_term,text,literal_meaning,slang_meaning,confidence,gpt_explanation,likes,date,link,owner_id,post_id,gpt_sense,classification,model_response
бомба,"Цена 1250руб (упак. 3шт)
Полотенце, хлопок
Рисунок Лошадь
Символ года 2026
Полотенца микрофибра
Качество просто бомба
Состав 100% хлопок влагу впитывает хорошо
Производства Китай 
Фабричный 7я атмосфера благополучия
 Размер  70X140см",bomb (explosive),very cool/outstanding,HIGH,"«Жесть» используется в значении чего-то шокирующего, тяжелого или невероятного.",0,2025-10-19,https://vk.com/wall493596776_36915,493596776,36915,slang,Yes,Yes
бомба,"Цена штучно: 300руб
Костюм двойка, лен
без выбора цвета
Шикарный двойка 
Качество бомба 
Ткань: лeн полиэстер 
Размер (56–58)
цвета без выбора
Успейте приобрести",bomb (explosive),very cool/outstanding,HIGH,"«Ад» используется метафорически, чтобы описать хаос, беспорядок или тяжёлую ситуацию, не буквальный потусторонний ад.",0,2025-10-19,https://vk.com/wall631903177_41942,631903177,41942,slang,Yes,Yes
бомба,"Цена 500 руб (упак. 12шт)
Полотенце, хлопок
Рисунок Лошадь
Символ года 2026
полотенца вафельные качество просто бомба
Состав 100% хлопок влагу впитывает хорошо
Производства Фабричный узбекистан 
Размер  33X65 см",bomb (explosive),very cool/outstanding,HIGH,"«Огонь» в данном предложении означает «отлично, классно» — оценочное прилагательное, не буквальный огонь.",0,2025-10-19,https://vk.com/wall493596776_36914,493596776,36914,slang,Yes,Yes
бомба,"Торт для Ильи 🎂🔥 
В начинке клубника 🍓🔥 
Бомба 💣 из шоколада 💥 
Внутри  игрушка.маршмэллоу ,скитлс и хрустящие шарики ✨🚙🍬🍭🎉",bomb (explosive),very cool/outstanding,HIGH,"«Космос» используется в значении «потрясающий, невероятный», не относится к астрономическому понятию.",4,2025-10-19,https://vk.com/wall271060595_7101,271060595,7101,slang,Yes,Yes
бомба,"Дети любят пиццу пепперони, поэтому выбор всегда падает на нее)
Пицца в Банзай — просто бомба!",bomb (explosive),very cool/outstanding,HIGH,"«Каменной стеной» — устойчивое выражение, означающее чувство надежной защиты, поддержки, а не собственно камень.",3,2025-10-19,https://vk.com/wall-204901057_4966,-204901057,4966,slang,Yes,Yes
бомба,"Дорогие Анонс просто бомба 💣 ‼️‼️‼️

У нас на следующей недели стартует техническое открытие самого красивого салона в городе 🔥
 
Рекомендуем подписаться, чтоб не пропустить самые горячие новости .
Дату открытия , акции и все самое интересное 🔥✨✨✨

https://vk.com/club233380923",bomb (explosive),very cool/outstanding,HIGH,"«Бомба» в данном контексте означает «очень хорошее качество» или «отличное», используется для восхищения.",2,2025-10-19,https://vk.com/wall9475112_1810,9475112,1810,slang,Yes,Yes
бомба,"цена: 550 руб
качество бомба
для заказа пишите в личку или в : 
мех шерсть
каждый пар в коробке
сезон зима
супер акция зимние
размер: 36/37/38/38/39/39/40/41
в коробках 8 пар
Сапоги",bomb (explosive),very cool/outstanding,HIGH,"«Жесть» в данном контексте используется в значении «что-то невероятное, сложное или плохое», не как материал.",0,2025-10-19,https://vk.com/wall-95812324_43774,-95812324,43774,slang,Yes,Yes
бомба,"цена: 550 руб
качество бомба
мех шерсть
каждый пар в коробке
сезон зима
супер акция зимние
размер: 36/37/38/38/39/39/40/41
в коробках 8 пар
Сапоги",bomb (explosive),very cool/outstanding,HIGH,"«Пушка» означает что-то очень крутое или впечатляющее, используется в положительном смысле, не буквальное оружие.",0,2025-10-19,https://vk.com/wall-95812324_43773,-95812324,43773,slang,Yes,Yes
бомба,"Цена штучно: 500руб
Костюм двойка, вельвет
Размеры 40-42-44-46-48-50
качество бомба 
хороший фабрики 
товар брон можно 
есть много в наличии",bomb (explosive),very cool/outstanding,HIGH,"«Пушка» используется, чтобы сказать, что качество очень хорошее или отличное, не буквальная пушка.",0,2025-10-19,https://vk.com/wall-224880815_113679,-224880815,113679,slang,Yes,Yes
бомба,"Ну что, такое тоже можем))))) , 3кг вкусноты, молочная девочка с малиной, сочетание бомба. Думаю гости будут в восторге.",bomb (explosive),very cool/outstanding,HIGH,"«Ад» используется в переносном смысле для описания тяжелой, угнетающей ситуации.",5,2025-10-19,https://vk.com/wall588635359_418,588635359,418,slang,Yes,Yes
бомба,"Цена штучно: 700руб
Цена оптом: 525руб (упак. 8шт=4200руб)
Ботинки, эко-кожа
Размеры 31-32-33-34-35-36
маломер
Сезон зима
Топ Тренд 2025
Детский для девушку и мальчику. 
Сезон весенние,зима шерсть мех. 
Ничего не торчит все идеально идут.
Модель качество люкс честно бомба. 
Очень красивый и удобный на ножке. 
Можете написать забронировать
Товар в наличии 2А-04 корпус Б
Для заказа писать сюда [club225795480|@HERMES_OBUV]",bomb (explosive),very cool/outstanding,HIGH,"«Космос» используется в переносном смысле, обозначая что-то выдающееся, потрясающее. В данном контексте это относится к сфере фигурного катания.",0,2025-10-19,https://vk.com/wall678030709_69658,678030709,69658,slang,Yes,Yes
бомба,ТИМУР ХИДИРБЕКОВ - БОМБА 2025,bomb (explosive),very cool/outstanding,HIGH,"«Пушка» используется в значении «крутое, отличное качество» — выражение положительной оценки.",0,2025-10-19,https://vk.com/wall-227216921_577,-227216921,577,slang,Yes,Yes
бомба,"Когда всё сошлось :новое открытие в Музыке ( Хименес - ооочень крутой ,просто бомба),новые фотофоны с Алишки, программы для оживления фото и безумное желание дать музыкальную жизнь куклам.....результат? Кривенький,но для меня просто сууупер....услышать от злойзаучИвановой : блин,всё таки рок - это круто🔥🔥🔥🔥🔥",bomb (explosive),very cool/outstanding,HIGH,"«Жесть» используется, чтобы выразить удивление или шок от описанного события, не имея отношения к буквальному значению 'жесть' как материал.",4,2025-10-19,https://vk.com/wall163280601_4564,163280601,4564,slang,Yes,Yes
бомба,"Цена штучно: 300руб
Цена оптом: 450руб (упак. 10шт=4500руб)
Водолазка, кашемир
Размеры 40-42-44-46-48-50-52-54-56
шикарный Кочество люкс бомба 
новый получил",bomb (explosive),very cool/outstanding,HIGH,"«Огонь» значит «отличный, классный» — положительная оценка, не буквальное значение.",0,2025-10-19,https://vk.com/wall532108287_178012,532108287,178012,slang,Yes,Yes
бомба,Люблю вас! Утро было супер бомба! И день тоже!,bomb (explosive),very cool/outstanding,HIGH,"«Лайк» употребляется в значении отметки «нравится» в соцсетях, что является переносным значением для отметки положительной реакции.",0,2025-10-19,https://vk.com/wall803992412_42,803992412,42,slang,Yes,Yes
бомба,"Натуральный_LUX
Размер 41/42/43/43/44/44/45/46
Цена опт 699₽
Маломерят на размер 
Каробка (8-пар)
Качество бомба 💣
Удобно 👣✔️
Товар в наличии",bomb (explosive),very cool/outstanding,HIGH,"В данном контексте «огонь» используется метафорически, как нечто, способное вызвать сильные эмоции или тепло, а не буквальное пламя.",0,2025-10-19,https://vk.com/wall-219741008_59000,-219741008,59000,slang,Yes,Yes
бомба,"День Рождения прошло,а подарки ещё дарят❤ всем огромное спасибо кто поздравил в день рождения, так и после😍 безумно приятно,что у меня такте замечательные друзья.💟 Наши совместные выходные,это просто бомба,мой ангелок,я горжусь тобой😍😘",bomb (explosive),very cool/outstanding,HIGH,"Слово «жесть» используется в значении «что-то ужасающее, невероятное», а не в буквальном смысле.",5,2025-10-19,https://vk.com/wall181299600_4546,181299600,4546,slang,Yes,Yes
бомба,"По покупке в тг: @YouliaWe
продам aegis hero 2
состояние пушка бомба петарда
испарик новый
жижа в баке подонки
обмен не предлагать, торг минимальный
цена: 2000₽",bomb (explosive),very cool/outstanding,HIGH,"«Лайк» относится к положительной отметке под постом в социальных сетях, используется в сленговом значении.",0,2025-10-19,https://vk.com/wall-184690822_106605,-184690822,106605,slang,Yes,Yes
бомба,"Цена штучно: 2800руб
Куртка, плащевка
Для мужчин и для женщин
Размеры 48-50-52-54-56
Долгожданный модель, уже в наличии
 Спортивный Зимние Куртки 
Качество Lux Модель бомба Логотип вышивка 
Наполнитель Холофайбер
Производство Фабричный Китай
WhatsApp 89150494839",bomb (explosive),very cool/outstanding,HIGH,"«Бомба» в данном случае означает отличное качество, яркую положительную оценку.",0,2025-10-19,https://vk.com/wall611214948_48798,611214948,48798,slang,Yes,Yes
бомба,"Цена оптом: 900руб (упак. 1шт=900руб)
Плед, полиэстер
Для мужчин и для женщин
с заменами
в наличии
Пледы кролик хорошего качества
Имитация норки о качество бомба
Размер 200х220см 
 выбирайте строго с заменой
спешите дорогие друзья",bomb (explosive),very cool/outstanding,HIGH,"«Пушка» используется в значении «крутое место» или «крутое событие», не буквальное значение.",0,2025-10-19,https://vk.com/wall-197210547_33357,-197210547,33357,slang,Yes,Yes
бомба,"Энерго метаболический комплекс! Это просто пушка бомба !💣 

Прям завтра буду делать заказ и себе закажу!",bomb (explosive),very cool/outstanding,HIGH,"«Треш» используется в значении «хаос, беспорядок, нечто невероятное» и не описывает буквальный мусор.",1,2025-10-19,https://vk.com/wall1058957479_659,1058957479,659,slang,Yes,Yes
бомба,"Носки для детей, хлопок
Упаковка 10 пар
Носки ТУРКАН ДЕТСКИЕ 
РАЗМЕР 3-5, 5-7, 7-9,
В упаковках 10 пар
Цена за упаковку 350 рублей 
Качество бомба люкс
Цена штучно: 350руб
Цена оптом: 350руб (упак. 10шт=3500руб)",bomb (explosive),very cool/outstanding,HIGH,"«Огонь» в этом контексте используется в переносном значении как сильные эмоции или чувства, вызванные чем-то, обычно с положительным оттенком.",0,2025-10-19,https://vk.com/wall-162495071_50934,-162495071,50934,slang,Yes,Yes
бомба,Очередной законченный объект световые линии ниша для штор в чёрном цвете просто 💣💣 бомба накладной трек в черном цвете 👍👍👍,bomb (explosive),very cool/outstanding,HIGH,"«Треш» в данном контексте обозначает хаос, беспорядок или неприятную ситуацию.",2,2025-10-19,https://vk.com/wall594979924_575,594979924,575,slang,Yes,Yes
бомба,"Электроэпиляция единственный способ удаления волос навсегда . После Второй процедуры почти не осталось волос , Это после 1,5 месяца после Второй процедуры эффект бомба. До и после фото 🫶🫶🫶🫶❤️‍🔥",bomb (explosive),very cool/outstanding,HIGH,"«Бомба» используется в переносном смысле, как что-то сенсационное, впечатляющее.",0,2025-10-19,https://vk.com/wall29350123_5916,29350123,5916,slang,Yes,Yes
бомба,"Цена штучно: 600руб
Угги, эко-кожа
Сезон зима
внимания супер распродажа угги детский очень хорошие качество фабричное размер 22.23.24.25.26.очень мягкие и удобный стильные качество просто бомба цена штучный 600р можно бронь 2г_31_к_Б",bomb (explosive),very cool/outstanding,HIGH,"«Жара» используется в смысле «интенсивные, захватывающие события или действия», не буквально о погоде.",1,2025-10-19,https://vk.com/wall-204191605_55122,-204191605,55122,slang,Yes,Yes
бомба,"Цена штучно: 300руб
Полотенце, вафля
Для мужчин и для женщин
Самый лучший Полотенце для Кухни 
Качество Бомба Из Вафельные 
Символ года 2026год Лошадь 
Размер 35?65см 12шт
Упаковке 12шт Разные 
Цена 300р за Упаковку 
Спешите приобрести товар",bomb (explosive),very cool/outstanding,HIGH,"«Жесть» используется в значении «что-то шокирующее, страшное» — не буквальный смысл, а сильная эмоциональная оценка.",0,2025-10-19,https://vk.com/wall-216843697_30234,-216843697,30234,slang,Yes,Yes
бомба,"👋 Друзья! Хорошие новости, в наличии очень вкусная сладкая вода прямиком из Китая 😄 
Ассорти вкусов, кусочки мякоти и нежный вкус, жажду утоляет на ура! 
Пробовал со вкусом апельсина, ну просто бомба, невозможно оторваться 🙈
Скорее к нам, количество ограничено!",bomb (explosive),very cool/outstanding,HIGH,"Здесь «огонь» используется в значении «отличное, высокое качество», что является сленговым значением.",3,2025-10-19,https://vk.com/wall-212530775_5320,-212530775,5320,slang,Yes,Yes
бомба,"Цена штучно: 700руб
Цена оптом: 550руб (упак. 6шт=3300руб)
Сапоги, кож-зам
Размеры 36-38
New collection
Качества честно бомба 
Очень красивый и удобный 
Дорогие друзья успеете приобрести 
Можете написать забронировать
Товар в наличии 2А-04 корпус Б
Для заказа писать сюда [club225795480|@HERMES_OBUV]",bomb (explosive),very cool/outstanding,HIGH,"«Космос» здесь означает «очень дорого», что является перенесённым значением, выражающим высокую цену.",0,2025-10-19,https://vk.com/wall678030709_69654,678030709,69654,slang,Yes,Yes
бомба,"Цена штучно: 1200руб
Костюм двойка, ткань
Размеры 44-46-48-50
?????? ?????? ????????? ? 
 Костюм двойка 
New Collection 2025-2026
Трендовый Новинки в наличии 
Костюм Двойка
Качество бомба 
Ткань : Микро-Вельвет 
Размеры единый (44-46)-48-50
Цена: 1200 ?
Фабричный Корея 
Ждeм Вас",bomb (explosive),very cool/outstanding,HIGH,"«Пушка» обозначает что-то очень мощное, быстрое или крутое, в данном случае машина, которая впечатляет своей способностью или характеристиками.",1,2025-10-19,https://vk.com/wall-220644295_88182,-220644295,88182,slang,Yes,Yes
бомба,"Цена штучно: 100руб
Цена оптом: 90руб (упак. 12шт=1080руб)
Купальник, лапша
без выбора цвета
внимания супер распродажа купальник женской размер 42-44-46-48 50 хорошо качество просто бомба цена штучный 100 без выбора цвет",bomb (explosive),very cool/outstanding,HIGH,"«Пушка» в данном контексте используется как эмоционально-усилительное выражение, означающее что-то очень крутое или впечатляющее.",0,2025-10-19,https://vk.com/wall-222226748_45590,-222226748,45590,slang,Yes,Yes
топ,"🤎КАКОЙ КРАСАВЕЦ🤎

«Спасибо большое за чудесные, ароматные и такие обожаемые нашим псом вкусняшки!! Он готов их есть с утра до вечера!
Вымаливает их всячески! (раньше такого за ним не замечали😉) 
Спасибо вам за труд!! И за любовь, с которой все сделано и упаковано! ❤️
Ваши вкусняшки Топ!🔥
Теперь только у Вас!!!»",top (peak),best/high quality,HIGH,"«Жесть» используется как сленговое выражение для обозначения чего-то шокирующего, экстраординарного или неприятного.",0,2025-10-19,https://vk.com/wall-229411016_332,-229411016,332,slang,Yes,Yes
топ,"Цена штучно: 400руб
Топик, лапша
Получили новый модель топ
 летнем варианте вызывающем 
Качество хорошая 
Фабричный Китай 
Размер 42/44/46/48 Единый 
2В-07 К/А Мухаммад
Наша группа vk.com/club222185346",top (peak),best/high quality,HIGH,"Слово «бомба» используется в значении «отличный, классный, супер» для выражения высокой положительной оценки товара.",0,2025-10-19,https://vk.com/wall545263626_164959,545263626,164959,slang,Yes,Yes
топ,vk.com/@tqm_quality-gde-prodaut-kvadrocikly-top-7-mest-o-kotoryh-molchat-prodavc,top (peak),best/high quality,HIGH,"Слово «огонь» используется в значении «крутой, классный» для описания музыки, не в буквальном значении.",0,2025-10-19,https://vk.com/wall-232340575_216,-232340575,216,slang,Yes,Yes
топ,"Цена штучно: 400руб
Цена оптом: 400руб (упак. 8шт=3200руб)
Кроссовки, сетка
Размеры 36-39
Сезон осень
маломер
Топ Тренд 2025 
Модные Женский кроссовки 
Подошва мягкий комфортный модель. 
Очень красивый смотрится на ножке. 
Дорогие друзья успеете приобрести. 
Можете написать забронировать
Товар в наличии 2А-04 Корпус Б
Для заказа писать сюда [club225795480|@HERMES_OBUV]",top (peak),best/high quality,HIGH,"«Пушка» означает что-то очень крутое, эффектное, не буквальное орудие.",0,2025-10-19,https://vk.com/wall678030709_69672,678030709,69672,slang,Yes,Yes
топ,"Цена штучно: 1100руб
Пижама, велюр
Размеры 44-46-48-50-52-54-56
Пижама домашняя для модных дам качество просто супер 
Тройка топ халат штаны ремешок в комплекте 
Ткань велюр турецкая",top (peak),best/high quality,HIGH,"«Ад» используется в сленговом значении описания хаотичной, беспорядочной или сложной ситуации, нежели буквального понимания потустороннего мира.",0,2025-10-19,https://vk.com/wall-192224503_30539,-192224503,30539,slang,Yes,Yes
топ,vk.com/@ai_biznes1-kak-obyavlenie-na-avito-derzhat-v-tope-sekrety-algoritma-202,top (peak),best/high quality,HIGH,"«Жесть» используется как восклицание, выражающее удивление или шок от происходящего, не относится к буквальному значению материала.",0,2025-10-19,https://vk.com/wall-232299060_381,-232299060,381,slang,Yes,Yes
топ,"DC ТОП 5 ФАКТОВ о РЭЙВЕН из ЮНЫХ ТИТАНОВ!
#raven #dc #dccomics #teentitans #justiceleague",top (peak),best/high quality,HIGH,"«Пушка» в данном контексте означает «клёвая, классная вещь» — положительная оценка товара, не связанная с буквальным значением слова.",1,2025-10-19,https://vk.com/wall-231602041_308,-231602041,308,slang,Yes,Yes
топ,"Свободные окна на следующей неделе 💅🏻:
Топ мастер Елена👩🏼:
20.10: 16:00
22.10: 14:00
23.10: 14:00, 16:00 (1 час)
Топ мастер Арина👩🏻:
22.10: 10:00, 12:30, 17:30
23.10: 12:30, 15:00, 17:30
Начинающий мастер Дарья: 
20.10: 10:00, 13:30, 16:00
23.10: 10:00, 13:30, 16:00
24.10: 10:00, 13:30, 16:00
25.10: 10:00, 19:00
26.10: 10:00, 13:30, 16:00

Автор работы топ мастер Арина ♥️👩🏻♥️
Онлайн-запись✅: https://vk.com/app5688600_-203783691
Запись по телефону 📞: +7 (999) 261-47-02",top (peak),best/high quality,HIGH,"«Лайк» используется как сленговый термин, обозначающий выражение одобрения или поддержки, обычно посредством нажатия кнопки в социальных сетях. Не буквальное значение.",0,2025-10-19,https://vk.com/wall-203783691_235,-203783691,235,slang,Yes,Yes
топ,vk.com/@api_integrations-uslugi-avitologa-v-mytischah-tvoi-bilet-v-top-avito-bez-lish,top (peak),best/high quality,HIGH,"«Огонь» значит «отличное, классное» — используется для выражения позитивной оценки фото, не буквальное значение.",0,2025-10-19,https://vk.com/wall-232368038_180,-232368038,180,slang,Yes,Yes
топ,"✈️✈️✈️Взлетаем✈️✈️✈️

🔟 недель знаний, менторства и нетворкинга, профессионального и бизнес развития, личностного роста и самоидентификации, перенятия профессионального опыта у ТОП специалистов нашего региона 🔥 в рамках крутого [club218907012|Международный проект SUPERWOMAN | Уфа] 

✈️ Руководитель проекта [id16912338|Мария Терёхина]",top (peak),best/high quality,HIGH,"«Треш» означает что-то плохое, хаотичное, некачественное — выражает негативную оценку, а не буквально мусор.",1,2025-10-19,https://vk.com/wall123993687_6540,123993687,6540,slang,Yes,Yes
топ,"Как же здорово получать эстетическое удовольствие от общения с природой на реке! 
Огромную роль в этом для меня играет продукция фирмы RELAX. Она выполняет все мои желания в джиговой ловле. Я убедился, что на всех этапах ловли рыбы - это топ! Всем НХНЧ!!!

Простая Рыбалка",top (peak),best/high quality,HIGH,"«Треш» обозначает что-то необычное, шокирующее или крайне плохое, не буквальное значение.",0,2025-10-19,https://vk.com/wall-228849568_17921,-228849568,17921,slang,Yes,Yes
топ,"Давно...ДАААААВНОО не было топа...КРУТЫХ РЕБЯТ, пора бы это исправить!😁😎😏🤣 
Встречайте!!! Топ 10 донатеров от 19.10.2025!!!😎 
 
С полным списком донатеров и общей суммой поддержки можно ознакомиться здесь: https://docs.google.com/spreadsheets/d/1yWJtTYrn1mWLrzhgWyzZ229dnriLytqB_sUShPxA7vQ/edit#gid=1020075729

#топдонатеров #топ #донат #zerozepox",top (peak),best/high quality,HIGH,"«Бомба» в контексте используется как характеристика чего-то потрясающего или впечатляющего, а не в буквальном смысле взрывного устройства.",1,2025-10-19,https://vk.com/wall-39355273_5659,-39355273,5659,slang,Yes,Yes
топ,"ТОП ЗАКУСОК НА ПРАЗДНИЧНЫЙ СТОЛ ЗА 30 МИНУТ 
 
1) Запеченный камамбер в тесте: 
слоеное тесто, 
сыр камамбер, 
чеснок, 
розмарин, 
яйцо для смазывания, 
соль, перец чили, кунжут. 
 
2) Груши с голубым сыром: 
спелые груши, 
сыр с голубой плесенью, 
грецкие орехи, 
мед. 
 
3) Канапе с хурмой и беконом: 
хурма, 
бекон или сыровяленое мясо, 
моцарелла мини.",top (peak),best/high quality,HIGH,"Слово «Топы» здесь используется в значении «наилучшие или самые авторитетные», характерно для описания чего-либо высококачественного или надежного в сленге.",0,2025-10-19,https://vk.com/wall-222110534_4074,-222110534,4074,slang,Yes,Yes
топ,"⚡Поражение⚡

Высший дивизион «Центр» стартовал не очень удачно для нашей женской сборной. Некая суета виднелась на паркете, из-за чего происходило много обидных потерь. Но девчата не сдавались до последней секунды!

Топ спортсменок:
- Аня Миловидова (15 очков, 3 подбора, 3 передачи, 2 перехвата, 2 блокшота)
- Юля Иванова (12 очков, 3 подбора, 3 передачи, 3 перехвата)
- Оля Лапутина (10 очков, 5 подборов, 2 передачи)

Грустный бжжж⚡🐝🏀",top (peak),best/high quality,HIGH,"«Жесть» используется для выражения удивления или шока, это сленг, не буквальное значение.",1,2025-10-19,https://vk.com/wall-426587_5683,-426587,5683,slang,Yes,Yes
топ,vk.com/@executive_eff-sekrety-avito-o-kotoryh-molchat-top-prodavcy-kak-uluchshit-o,top (peak),best/high quality,HIGH,"«Жесть» используется в значении «что-то удивительное или неожиданное», не имеет отношения к материалу.",0,2025-10-19,https://vk.com/wall-232341152_187,-232341152,187,slang,Yes,Yes
топ,"Шелковая кошка+стемпинг😍

Кстати, эта кошечка на столько вышла в топ, что ее делает каждый 3-ий клиент.

Ты можешь попасть ко мне на любой из адресов: 
📍Пермякова 74к2
📍Московский тракт 142к1

Записывайся❤️",top (peak),best/high quality,HIGH,"«Космос» используется в значении «замечательные, потрясающие», а не в буквальном значении как астрономическое пространство.",1,2025-10-19,https://vk.com/wall-175007642_288,-175007642,288,slang,Yes,Yes
топ,"Цена штучно: 1000руб
Цена оптом: 750руб (упак. 6шт=4500руб)
Ботфорты, эко-кожа
Размеры 36-37-38-40
Сезон весна
в размер
Топ Тренд 2025 
Модные женский весенние сапоги. 
От дорогие фирма евро мех Ботфорты 
Красивый удобный смотрится на ножке.
Поможем подобрать вам ваш размера. 
Дорогие друзья успеете приобрести. 
Можете написать забронировать
Товар в наличии 2А-04 Корпус Б
Для заказа писать сюда [club225795480|@HERMES_OBUV]",top (peak),best/high quality,HIGH,"«Дичь» используется в значении «что-то абсурдное, нелепое».",0,2025-10-19,https://vk.com/wall-210398315_69556,-210398315,69556,slang,Yes,Yes
топ,"#фриланс #работа #работадома #подработка #freelance #вакансии
‼Продвижение аккаунта на Pinterest
💶 Желаемый бюджет: до 10000.00 ₽, Допустимый: 30000 ₽ 💳
👉http://offersad.date/kw/?project=2995213 🔗
Занимаемся производством и продажей освещения. Задача выкладывать фото и видео на площадке Pinterest.
Цель - подписки, переходы на наш сайт. Продвинуть наши посты в топ по ключевым запросам.",top (peak),best/high quality,HIGH,"«Бомба» используется в значении «классное, отличное», а не в буквальном значении взрывчатого устройства.",0,2025-10-19,https://vk.com/wall-179200370_138947,-179200370,138947,slang,Yes,Yes
топ,Топ книг для осеннего настроения с Wildberries👉,top (peak),best/high quality,HIGH,"«Пушка» в данном контексте означает мощный, сильный удар или пенальти в футболе, используется в переносном значении.",2,2025-10-19,https://vk.com/wall-212445360_40980,-212445360,40980,slang,Yes,Yes
топ,"Цена штучно: 650руб
Цена оптом: 475руб (упак. 8шт=3800руб)
Кроссовки, эко-кожа
Размеры 38-39
маломер
Сезон осень
Топ Тренд 2025. 
Модные Женские кроссовки 
Ничего не торчит все идеально идут. 
Поможем подобрать вам ваш размер. 
Очень красивый и удобный на ножке. 
Дорогие друзья успеете приобрести. 
Можете написать забронировать
Товар в наличии 2А-04 Корпус Б
Для заказа писать сюда [club225795480|@HERMES_OBUV]",top (peak),best/high quality,HIGH,"«Огонь» значит «очень хороший, классный» — используется как высокая оценка, а не в буквальном значении.",0,2025-10-19,https://vk.com/wall861362651_106863,861362651,106863,slang,Yes,Yes
топ,"Всем Салам Аллейкум
Продам Идеальный Аккаунт
Обмен не предлагать
Писать со скрином денег
Цена : 30.000 тг | 7000₽
Гарант Топы : Оценщики клоуны в чс",top (peak),best/high quality,HIGH,"«Жесть» используется в значении чего-то шокирующего, тревожного или запредельного по степени впечатления, не буквальный металл.",1,2025-10-19,https://vk.com/wall834885865_4,834885865,4,slang,Yes,Yes
топ,"Использовали топ ""перепелиное яичко"" 🤗
Можно использовать на любом оттенке😉
#маникюримсТМ💅#маникюрславянкаспб 
#маникюрславянка 
#маникюрпушкин 
#маникюрдетскосельский",top (peak),best/high quality,HIGH,"«Пушка» используется в значении «что-то классное, впечатляющее», не буквальное значение.",0,2025-10-19,https://vk.com/wall-108547519_1580,-108547519,1580,slang,Yes,Yes
топ,"Как же здорово получать эстетическое удовольствие от общения с природой на реке! 
Огромную роль в этом для меня играет продукция фирмы RELAX. Она выполняет все мои желания в джиговой ловле. Я убедился, что на всех этапах ловли рыбы - это топ! Всем НХНЧ!!!

Рыбалка",top (peak),best/high quality,HIGH,"В данном контексте «треш» обозначает что-то неординарное, вызывающее шок — сленговое значение.",0,2025-10-19,https://vk.com/wall-226634412_6027,-226634412,6027,slang,Yes,Yes
топ,"ТОП самых ярких событий ЦФО: упитанные кони, урожай орехов и фейк с губернатором

По традиции, каждое воскресенье мы представляем самые яркие и обсуждаемые новости, произошедшие в Центральном Федеральном округе за прошедшую неделю. Предлагаем вашему вниманию дайджест наиболее важных событий минувшей семидневки.

Читайте подробнее на сайте:
https://kaluganews.ru/fn_1740936.html",top (peak),best/high quality,HIGH,"«Топ» используется как сленговое слово для обозначения чего-то очень хорошего, лучшего качества.",0,2025-10-19,https://vk.com/wall-102468629_412771,-102468629,412771,slang,Yes,Yes
топ,"23.000₽ (ТОП БЕЗ ДОП ) 
Писать [id795980967|@samidrashidov] 
Гаранты топы",top (peak),best/high quality,HIGH,"«Лайк» используется в значении 'знак одобрения', который ставят в социальных сетях, а не в буквальном смысле 'нравится'.",0,2025-10-19,https://vk.com/wall-185462724_330616,-185462724,330616,slang,Yes,Yes
топ,"Цена штучно: 500руб
Цена оптом: 450руб (упак. 8шт=3600руб)
Ботинки, замш
Размеры 37-38-39-40
Сезон весна
в размер
Топ Тренд 2025 
Модные женский весенние Ботинки 
Модель от дорогие фирма - MIU MIU - 
Красивый удобный смотрится на ножке.
Ничего не торчит все идеально идут. 
Поможем подобрать вам ваш размера. 
Можете написать забронировать
Товар в наличии 2А-04 Корпус Б
Для заказа писать сюда [club225795480|@HERMES_OBUV]",top (peak),best/high quality,HIGH,"«Треш» означает хаос, беспредел, нечто невероятное и безумное — не буквальное значение.",0,2025-10-19,https://vk.com/wall678030709_69670,678030709,69670,slang,Yes,Yes
топ,"30.000₽ (ТОП БЕЗ ДОП ) 
Писать [id795980967|@samidrashidov] 
Гаранты топы",top (peak),best/high quality,HIGH,"«Космос» используется в значении «очень круто, потрясающе», выражает сильное положительное впечатление.",0,2025-10-19,https://vk.com/wall-185462724_330615,-185462724,330615,slang,Yes,Yes
топ,"НОВАЯ 5-Я СЕРИЯ ‼ 3-ГО СЕЗОНА Топ сериала 🔥 Слай снова в деле 💪 Ему есть что показать 👊

Сталлоне 3 (2025) 📣 5 серии из 10 🧨
🎭 Жанр: драма, криминал, комедия
🔝 Рейтинг IMDb: 7.9",top (peak),best/high quality,HIGH,"«Пушка» используется в значении «отличная, классная вещь». Не имеется в виду буквальное орудие или оружие.",0,2025-10-19,https://vk.com/wall-228895457_385,-228895457,385,slang,Yes,Yes
топ,"Цена штучно: 850руб
Цена оптом: 700руб (упак. 6шт=4200руб)
Сапоги, замш
Размеры 36-37-38-39-40-41
Сезон зима
в размер
Топ Тренд 2025
Получили долгожданный модель. 
Ничего не торчит все идеально идут. 
Очень красивый и удобный на ножке. 
Дорогие друзья успеете приобрести. 
Можете написать забронировать. 
Товар в наличии 2А-04 корпус Б
Для заказа писать сюда [club225795480|@HERMES_OBUV]",top (peak),best/high quality,HIGH,"«Жесть» в данном контексте используется в значении «неприятные или стрессовые ситуации», не буквальная жесть.",0,2025-10-19,https://vk.com/wall861362651_106861,861362651,106861,slang,Yes,Yes
